"";"tweets";"value"
"5367";"Yaaaay I answered it correctbefore the dismissal<U+2764>";0
"5777";"Logon ke rag rag main hai";0
"2623";"Like the Carrier promise or maybe the tax cut for busin…";1
"481";"Deregulation was a such a great idea I didn’t ask for it";1
"6982";"My friend here predicts will win today in style";0
"6657";"we are lucky to have a csk as a home team";0
"4293";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E39>Dont Want Virat Team To Lose<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E39>Want To Enjoy AB de Villiers Batting<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E39>Want Team To WinTough Day For";0
"1939";"Well the award for friendliest cycling club on the road who always let on to other riders as they passgoes to…";1
"7725";"Mahi fan Vivo fan Star fanLoved Hotstar…";0
"5366";"is gone what a comeback by";0
"4881";"Sam Billings starred in chase of over against KKR this seasonWho will play the star turn for them in…";0
"6072";"Virat Kohli vs MS Dhoni Its time for one of the biggest rivalries to resume in the";0
"1948";"Aww now didnt support roy she just voted for him<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E66> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E39>";1
"6458";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35><U+2764><U+FE0F>Tag Siddharth on comment <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E63>";0
"3801";"Because reliability and safety is what uber is known for <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E64>";1
"7023";"Who do U support Guys Today for CLASH OF THE TITANS after long years vs Captain cool Yes its…";0
"5780";"Nachoo big wicket for <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+383C><U+3E33><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+383C><U+3E33><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+383C><U+3E33>";0
"5582";"RCB hitting them hard need a wicket ASAP Come on lets do this <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E66>";0
"5572";"Vs Moment";0
"6920";"Friends Who will win today CAST YOUR VOTE HERE and see the exact Today prediction on PM";0
"4967";"What an awesome cricket is going on destructive batting of attacking bowling of and…";0
"381";"city should give a gas rebate because only pickup trucks can survive these goattrail roads…";1
"5321";"lion darlings please more wickets";0
"7657";"fans do u like";0
"542";"Huh A Fox personality speaking in a deceitful manner A first";1
"3079";"No one looks at the details Dave Hurts the brains too much";1
"3598";"Sliced right through my terrace fence I did say I was going to add more foliage this year";1
"1073";"Congrats you did it we are all very surprised really we are";1
"6571";"Todays vs will be for issue<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E31><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E31><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E31>";0
"7439";"In your face haters The boss Lowest Totals Defended in IPL <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E30> CSK v KXIP CSK won…";0
"6069";"have Deepak Chagar for a opening spell";0
"2534";"Omg but coach Arent you a Russ hater";1
"6047";"RCBRCBRCB<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35>WaOooOoO Damnnn Excited To watch this Match<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35><U+2764><U+2764><U+2764> Yayyyyy aj Toh RCB will surely gona bang bang bang…";0
"2652";"so many positive comments congrats";1
"2959";"I like how it says there were kind and generous ownersthey must have kept the rapings and beatings to a minimum…";1
"5464";"Avan thambi inum irukanda";0
"1668";"Sometimes its not a problem And you see it as one Eventually you create one of nothingSo tell me whats the real…";1
"2273";"If being pretentious is what keeps you going then by all means please keep on pretending";1
"6416";"Who is your favorite Retweet Favorite";0
"3115";"Kids we will dream bigAdults we will dream bigger than anybody else canLegendsRCB Fans This year IPL toh…";1
"1291";"I Heard An Audio Clip Of MrBazaz asking Question to I feel Omar Abdullah Should File And…";1
"178";"Yangon residents are so damn lucky to have this super efficient regional government";1
"977";"I woke up in the Netherlands this morning and yet another day without people being randomly…";1
"2423";"Respectful HmmHe dont know how this works respectfully";1
"600";"You’re welcome <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38>";1
"2720";"But they were real estate developers dressed as hobos and werent really trespassing they were trying to decide b…";1
"1309";"Thanks for saying you’re no longer supporting our trap team of kids grades to <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E30>";1
"2105";"The term Thomas Sowell is deemed a danger to the community and is automatically demonetized";1
"1822";"Killer <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>";1
"1606";"This accusation is preposterous Tomi has said nothing to advance the dream of a conservativ…";1
"3555";"Got in an accident on Friday The thsmh found out today that its totaled No GoFundMeJust Go";1
"1666";"But but theyre cool and edgy and not able to have a meaningful conversation based on personal inter…";1
"6820";"The best one Wish that to be";0
"4419";"No Bro kotani Win Avali";0
"3842";"Yeplet’s see if he can get away with hitting a woman times on the side of the head before we…";1
"5135";"Not sure why Thakur has been given the ball for the th over Chahar has been an A bowler for so far Only overs today";0
"4426";"<U+0BA8><U+0BBE><U+0BA9><U+0BCD> <U+0B87><U+0BA9><U+0BCD><U+0BA9><U+0BC8><U+0B95><U+0BCD><U+0B95><U+0BC1> <U+0BAE><U+0BC7><U+0B9F><U+0BCD><U+0B9A><U+0BCD> <U+0B93><U+0BB5><U+0BB0><U+0BC1><U+0B95><U+0BCD><U+0B95><U+0BC1> <U+0BAE><U+0BC1><U+0BA9><U+0BCD><U+0BA9><U+0BBE><U+0B9F><U+0BBF><U+0BAF><U+0BC7> <U+0BAE><U+0BC1><U+0B9F><U+0BBF><U+0BAF><U+0BAA><U+0BCD><U+0BAA><U+0BCB><U+0BB1><U+0BA4> <U+0B87><U+0BB5><U+0BB0><U+0BCD><U+0B9F><U+0BCD><U+0B9F> <U+0B8E><U+0BAA><U+0BCD><U+0B9F><U+0BBF> <U+0B9A><U+0BCA><U+0BB2><U+0BCD><U+0BB1><U+0BA4><U+0BC1><U+0BA9><U+0BC1> <U+0BA4><U+0BC6><U+0BB0><U+0BBF><U+0BAF><U+0BBE><U+0BAE> <U+0BB5><U+0BA8><U+0BCD><U+0BA4><U+0BBF><U+0B9F><U+0BCD><U+0B9F><U+0BC7><U+0BA9><U+0BCD><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E61> <U+0B9F><U+0BBE><U+0BB5><U+0BCD>";0
"4862";"Can chase down at run rate tonight";0
"889";"Its said that is the lowest form of To that I say No really Hey somebody give this person a";1
"6272";"Virat kingdom already conquered by dhoni whistlepodu";0
"7322";"thala dhoni";0
"5785";"Overde Kock V Kohli OuTSN TaHKuRWk";0
"7376";"Common We Desperately need a win against not just to gain points but to boost us morally as well <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64>";0
"6609";"Indian Premier Leagueth match Royal Challengers Bangalore v Chennai Super Kings at Bengaluru…";0
"826";"Wow a lib with the mentality of a year oldthats really unusual";1
"764";"Maybe try adding";1
"795";"And dunno who’s cooler you or your car wins";1
"3839";"Well that should save the season";1
"6598";"Mysore masala Dosa RCB";0
"343";"Williams like day job working for the city night job hummm Lol<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E63>";1
"4882";"Chitakottesaru ga ni team <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64>";0
"2241";"Greatwonderful";1
"5195";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E34>";0
"2242";"IDK The Italian flag offends me not because I dont like Italians but because I chose…";1
"4145";"My death will be caused by being at the wrong";1
"2503";"The other question is I hope Lebron is ok that was such a malicious foul and surprised Bron could even play";1
"2844";"Who knew… <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E34> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E38>";1
"3860";"If only the year old had a gun to protect himself";1
"6701";"Gambhir steps down from captaincy of delhi Shreyas will lead the side for the rest of season This proves how dif…";0
"5810";"Innaiku rcb a vechu seirom come on";0
"6580";"and merchandise being sold outside chinnaswamy stadium in ahead of their clash";0
"1304";"How brave of him to pardon a dead man";1
"3359";"oh poor guy He was tricked into inaugurating a nightclub";1
"3722";"Personally waiting for authority and Ministry of Environment and Climate Change to officially announc…";1
"660";"Do Refs have a penalty quota Do they have to issue x number of penalties by the end of the season";1
"2425";"Agar tum ne ghatna ko ghanta padh rahe ho toh samajh lo ki tumhari lag gayie hai <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>";1
"318";"I can’t if this is or if you’re really that because who knows";1
"2866";"It’s okay electronic pancreas I didn’t want to sleep at all Please by all means keep screeching as loud as pos…";1
"5568";"Time to give ball to";0
"5386";"Yo Yo Yo Teammates takes the teammates Yo Yo Yo CSK CSK CSK CSK CSK";0
"2014";"I really appreciate the WiFi in halls and uni being down the day an assignment is due <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E33>";1
"1324";"A man walks into a Waffle Housethen people are deadNo clue what happenedA mom in Ohio with concealed carr…";1
"3836";"As a Minnesota homeowner theres nothing more gratifying than a blownout driveway after a blizzardon April th";1
"5632";"ABD is with you the master better luck for the next match";0
"1232";"Yep he’s working hard for the American people";1
"6768";"Drink is as Favorite as Chennai Super Kings Loved by all and makes u feel Nostaligic";0
"6252";"face off against Better luck for the next match we’re coming with a victor…";0
"3198";"Yes sir thank you for getting us close to being drafted <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E36> I am so excited";1
"2151";"Okay Leafs players Standing up to Chara is SUCH a good idea";1
"5969";"Chinna Thala Raina will be a trump card today <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E62>";0
"295";"Hi thank you for entertaining the whole street with this while delivering packages";1
"7704";"fans if you or your friends had experienced any inconvenience for the same please post it here";0
"7134";"Royal Challengers Bangalore v Chennai Super Kings IPL Tips Predictions amp Match Preview";0
"2562";"Please Red a next time just so no one takes it straight";1
"3862";"Tesla NooooooooYou’ve got to be kidding";1
"2093";"Im lonely for my stories on Russia Where are my stories now <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E34>";1
"3024";"Epic surprise<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>";1
"5901";"PLAYING XI Q de Kock wk V Kohli AB de Villiers M Singh C Anderson C de Grandhomme W Sundar…";0
"5511";"Hope brought umbrellas with them because its raining s in Bangalore";0
"1471";"Do u really love trump Everyone says u r just out for the money I think u r just out for the money too U…";1
"2032";"What Are you saying this character is a comedian On the TV and everyth…";1
"887";"No hay nada mejor que soñar algo horrible y levantarse con el pecho apretado";1
"6370";"Its not Its <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E66> Dono who is gng to Troll <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32> <U+2764><U+2764><U+2764><U+2764>";0
"7281";"My Playing XI For Todays Match S Watson <U+2708><U+FE0F>Rayudu S Raina Faf Duplesis <U+2708><U+FE0F>MS Dhoni…";0
"1626";"Bhadvat Aunty <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>";1
"1245";"I love when people tell me how to do things when they obviously dont know my current processes";1
"1160";"or";1
"3990";"just in case there was a question about my post";1
"7728";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E35>";0
"1391";"Cause those protesters look so intimidating";1
"3400";"Yes Im sure Bruce Prichards podcast will be exactly what thought Steve Austins podcast was going to be";1
"7514";"Stop telling yourselves that you are playing good cricket Look at the line our bowlers bowled today and…";0
"1576";"Great to see Raymond Rhule has learnt to tackle in Cape Town FFS";1
"271";"South Carolina turns out the BEST";1
"7269";"Mahi army win today";0
"1953";"You of all people dont know how life works in America Fair for everyone Thats…";1
"3477";"hmm so the police went into and arrested two dudes for chillin when a highway robbery was goin on beh…";1
"3702";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+623C><U+3E37>yeah it’s his birthday today <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>";1
"1421";"If I can love the wrong person so much just imagine how much will I love the right one So my love stop flirt…";1
"2163";"No your not allowed to question the official false Narative jammed down your neck by MSM repeating the…";1
"1977";"Pehle sirf saal kat te the Ab saath me chutiya bhi kat raha he";1
"3354";"I was just about to tear into you then I saw Well played";1
"3413";"Asking a lawyer for Legal advice My God The Humanity should be hung immediately";1
"6650";"Baba ka Kehna Hain Ki Aaj ko Koi Nahi Hara Sakta jeetegi <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E61><U+613C><U+3E39>";0
"2230";"I am so drained Thank you so much stupid nose spray <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E31><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E31><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E31>";1
"2194";"Yes Thats very useful";1
"1642";"If you can being sarcastic in toughest and saddest situation You win";1
"38";"NEW Ice and The Face OUT NOW";1
"2659";"Wow So perceptive captain obvious I bet nothing gets by you when…";1
"6602";"vs Battle of captains Going to be a feast <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64>";0
"7622";"I love my team but I used to be RR supporter when played a true legend But But…";0
"2547";"I forgot that if the whole class doesn’t understand something or wasn’t taught something it’s our fault not the t…";1
"3456";"Are you sure thats not off side";1
"7374";"hara run se hara run se hara run se Abe walo fixing to dhang se kar lo <U+263A><U+FE0F><U+263A><U+FE0F>";0
"3298";"I said exactly that when I went to work As soon as the title is won that’s it finish if you ar…";1
"4740";"needs runs to winRCB overs Washington Siraj LIVE UPDATES";0
"7666";"Thirumbi vandhutomnu sollu";0
"3084";"That’s so unfair I made this year… I want a tax refund";1
"3693";"tang mana yg RR dan FR tu tertapautakat si BENGAP dok KONA MELIL…";1
"4400";"Ugh sam Billings gone this is gone case for damn Unless we manage to have a partnership going out there";0
"6159";"OFFICIAL CAPTAIN Vs REAL CAPTAIN";0
"5932";"Tonight two of the best players in game <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E39> will clash for the first time in years in <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E35>A thunder <U+26A1> i…";0
"1711";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E64> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E33><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E33><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E33><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E33><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E33><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E33><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E33><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E33>";1
"5443";"Bravoooooooooo <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E35><U+623C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E35><U+623C><U+3E61>";0
"3314";"Cool That seems like it’s on the up and up Definitely not a NIMBYish thing at all";1
"873";"Are you saying that trump have racial bias Nooooo he is Not";1
"7404";"Whos your favorite today in";0
"1885";"Are we yet";1
"353";"This seems like something Russian Trolls will be all overThe worlds th largest economy T…";1
"2955";"Headline Rapplr Phils fails to fact check its tax liability Will need all its fact checking ability before BIR…";1
"7192";"vs RCB RCB wickets or …";0
"2206";"Ego vs Eco Via";1
"5074";"JADEJAIF may have OFF day in Bowling but never in feilding";0
"515";"Does that mean that Net Neutrality also helps the incumbents and therefore G amp F should stro…";1
"509";"Ronny that’s a dangerous suggestion asking the city to f…";1
"869";"Hilarious";1
"7661";"Like Lion always wish to roar not shout";0
"7250";"Hey guys checkout this fantasy cricket gaming App Use my referal code MONUC and get Joining Bonus You can win…";0
"7681";"Right now top team in captain from tamilnadu team from tamilnadu captain from tamilnadu";0
"2921";"What are you talking about Boise is already practically LittleCali Seriously t…";1
"3908";"In commemoration of the national tragedy known as Tax Day heres some advice on how to file your taxes with snark…";1
"3588";"Isnt the US trade deficit with China still rising What are they doing with the extra dollars Maybe buying re…";1
"750";"What He lied How is this even possible Up until now he’s been straight up trustworthy in every particular";1
"6355";"Can able to beat the team tonight Vote amp Retweet";0
"443";"Everyone knows the black guys was trying to STEAL the gun from the white guy";1
"6514";"Ready ipo narakam chudataniki <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E61>";0
"1745";"Past Imperfect via";1
"7125";"A perfect for an exciting match Cant wait to see roar against Hope to win the ticke…";0
"5216";"pulls it back for with wickets in balls most importantly sent back attack…";0
"3807";"It’s so fun getting your car town and being stranded downtown <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E34><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E31>";1
"1900";"How kind of you to offer me a seat";1
"7159";"st question of is hereWill pull out a win or will clinch victory tonight Its Mysor…";0
"2289";"Me to my best friend without any reason <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>";1
"5814";"<U+0B87><U+0BA8><U+0BCD><U+0BA4> <U+0BAE><U+0B9E><U+0BCD><U+0B9A><U+0BBE> <U+0B95><U+0BB2><U+0BB0><U+0BCD> JCB <U+0BAF> <U+0BB5><U+0BC6><U+0B9A><U+0BCD><U+0B9A><U+0BBF><U+0BA4><U+0BBE><U+0BA9><U+0BCD> <U+0B85><U+0BA8><U+0BCD><U+0BA4> RCB <U+0BAF> <U+0B89><U+0B9F><U+0BC8><U+0B95><U+0BCD><U+0B95><U+0BAA><U+0BCD><U+0BAA><U+0BCB><U+0BB1><U+0BCB><U+0BAE><U+0BCD>";0
"5962";"Won the Toss amp Choose to Bowl FirstAll the Best amp Team <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E62> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E64>";0
"3356";"And nothing Scott Pruitt is as clean and pure as the Virgin Mary I was convinced by the thoug…";1
"2156";"Finally I strongly propose weve got enough perhaps even TOO many laws on the books re engine inspections and we…";1
"1316";"If only he hadnt played so many violent video games";1
"2274";"Ya why join the rest of the western world";1
"7730";"Most consistent performers of history is undoubtedly Delhi Daredevils consistently last all the season…";0
"5368";"Danger man out at last";0
"756";"Tried diagramming that sentence in my head to decide if It just is was a faulty pronoun reference but dec…";1
"6698";"Gear up and get ready for today’s game It’s time to support your favourite Whom are you supporting today I…";0
"2821";"Winter Wx Advisory begins pm Wednesday Yay";1
"697";"because ya know mainframe programmers like me grow on trees";1
"1085";"Some people just don’t understand twitter";1
